index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,10317.557782828659,8001.620497677672
0,polygon,1,10331.570135664882,8036.651379768231
0,polygon,2,10342.07940029205,8075.185350067845
0,polygon,3,10345.582488501106,8131.234761412739
0,polygon,4,10349.08557671016,8166.265643503299
0,polygon,5,10349.08557671016,8208.30270201197
0,polygon,6,10293.036165365267,8330.910789328926
0,polygon,7,10258.005283274708,8358.935495001373
0,polygon,8,10201.955871929813,8379.954024255709
0,polygon,9,10142.403372375864,8383.457112464765
0,polygon,10,10054.826167149466,8379.954024255709
0,polygon,11,9991.770579386459,8362.438583210429
0,polygon,12,9942.727344459678,8337.916965747037
0,polygon,13,9911.199550578174,8316.898436492702
0,polygon,14,9879.67175669667,8281.867554402143
0,polygon,15,9851.647051024223,8236.327407684417
0,polygon,16,9841.137786397056,8197.793437384802
0,polygon,17,9837.634698188,8155.756378876131
0,polygon,18,9827.125433560832,8085.694614695013
0,polygon,19,9827.125433560832,8040.154467977287
0,polygon,20,9834.131609978944,7991.111233050504
0,polygon,21,9848.143962815167,7952.577262750889
0,polygon,22,9872.665580278559,7921.049468869386
0,polygon,23,9900.690285951006,7893.024763196939
0,polygon,24,9942.727344459678,7872.006233942603
0,polygon,25,9988.267491177403,7854.490792897323
0,polygon,26,10072.341608194745,7847.484616479212
0,polygon,27,10110.87557849436,7850.9877046882675
0,polygon,28,10177.434254466421,7875.509322151659
0,polygon,29,10222.974401184149,7900.030939615051
0,polygon,30,10268.514547901876,7928.055645287497
0,polygon,31,10293.036165365267,7959.5834391690005
1,polygon,0,11582.172626297839,9108.596371739335
1,polygon,1,11554.14792062539,9045.54078397633
1,polygon,2,11536.632479580112,8992.994460840491
1,polygon,3,11533.129391371054,8947.454314122764
1,polygon,4,11533.129391371054,8894.907990986925
1,polygon,5,11536.632479580112,8835.355491432976
1,polygon,6,11543.638655998224,8793.318432924305
1,polygon,7,11561.154097043502,8761.790639042802
1,polygon,8,11603.191155552173,8733.765933370354
