index,shape-type,vertex-index,axis-0,axis-1
0,polygon,0,9853.865966046465,11391.425337069306
0,polygon,1,9859.935810690724,11347.418963398424
0,polygon,2,9866.005655334984,11289.755439277958
0,polygon,3,9882.697728106697,11247.266526768142
0,polygon,4,9896.354878556282,11222.987148191103
0,polygon,5,9920.63425713332,11192.637924969806
0,polygon,6,9966.158091965266,11139.526784332535
0,polygon,7,9988.92000938124,11121.317250399756
0,polygon,8,10004.09462099189,11104.625177628042
0,polygon,9,10023.821616085734,11086.415643695263
0,polygon,10,10037.478766535318,11071.241032084614
0,polygon,11,10075.41529556194,11036.339425380122
0,polygon,12,10093.624829494718,11021.164813769472
0,polygon,13,10119.421669232821,11009.025124480953
0,polygon,14,10142.183586648795,11002.955279836693
0,polygon,15,10189.224882641805,10993.850512870305
0,polygon,16,10207.434416574584,10987.780668226045
0,polygon,17,10228.678872829494,10983.22828474285
0,polygon,18,10254.475712567597,10975.640978937527
0,polygon,19,10299.999547399544,10966.536211971137
0,polygon,20,10318.209081332321,10966.536211971137
0,polygon,21,10334.901154104036,10965.018750810072
0,polygon,22,10351.59322687575,10965.018750810072
0,polygon,23,10378.907527774918,10968.0536731322
0,polygon,24,10412.291673318345,10975.640978937527
0,polygon,25,10432.018668412189,10978.675901259656
0,polygon,26,10454.780585828163,10984.745745903916
0,polygon,27,10469.95519743881,10986.26320706498
0,polygon,28,10491.19965369372,10993.850512870305
0,polygon,29,10510.926648787563,11009.025124480953
0,polygon,30,10521.548876915018,11024.199736091603
0,polygon,31,10536.723488525666,11069.72357092355
0,polygon,32,10550.38063897525,11104.625177628042
0,polygon,33,10589.834629162937,11171.393468714898
0,polygon,34,10606.526701934652,11201.742691936195
0,polygon,35,10621.7013135453,11244.231604446011
0,polygon,36,10626.253697028495,11259.406216056661
0,polygon,37,10627.77115818956,11282.168133472635
0,polygon,38,10627.77115818956,11306.447512049672
0,polygon,39,10624.736235867429,11329.209429465645
0,polygon,40,10612.59654657891,11388.390414747177
0,polygon,41,10600.456857290392,11415.704715646345
0,polygon,42,10579.212401035484,11456.676166995097
0,polygon,43,10557.967944780576,11476.40316208894
0,polygon,44,10536.723488525666,11490.060312538524
0,polygon,45,10486.647270210526,11511.304768793432
0,polygon,46,10444.158357700708,11520.409535759822
0,polygon,47,10401.669445190892,11527.996841565146
0,polygon,48,10342.48845990936,11531.031763887277
0,polygon,49,10301.517008560608,11535.584147370471
0,polygon,50,10249.923329084402,11538.6190696926
0,polygon,51,10201.364571930326,11540.136530853666
0,polygon,52,10154.323275937313,11540.136530853666
0,polygon,53,10101.212135300042,11541.65399201473
0,polygon,54,10060.24068395129,11541.65399201473
0,polygon,55,10028.373999568928,11540.136530853666
0,polygon,56,9984.367625898045,11529.514302726211
0,polygon,57,9932.77394642184,11509.787307632369
